Unnamed: 0,soc_code,task_id,task,task_type,title,human_exposure,gpt4_exposure,gpt4_alt_exposure,gpt_3_relevant,gpt4_automation,alpha,beta,gamma,automation,human_labels,SOC-2digit,SOC Title
1592,13-1081.01,15868.0,Prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems.,Core,Logistics Engineers,E1,E1,E2,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1593,13-1081.01,20003.0,"Create models or scenarios to predict the impact of changing circumstances, such as fuel costs, road pricing, energy taxes, or carbon emissions legislation.",Core,Logistics Engineers,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1594,13-1081.01,20006.0,Provide logistical facility or capacity planning analyses for distribution or transportation functions.,Core,Logistics Engineers,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1597,13-1081.01,20000.0,Design comprehensive supply chains that minimize environmental impacts or costs.,Core,Logistics Engineers,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1599,13-1081.01,20004.0,"Review global, national, or regional transportation or logistics reports for ways to improve efficiency or minimize the environmental impact of logistics activities.",Core,Logistics Engineers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1602,13-1081.01,20002.0,"Conduct environmental audits for logistics activities, such as storage, distribution, or transportation.",Supplemental,Logistics Engineers,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1605,13-1081.02,15898.0,Maintain databases of logistics information.,Core,Logistics Analysts,E1,E2,E1,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1609,13-1081.02,15903.0,"Interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation.",Core,Logistics Analysts,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1610,13-1081.02,15893.0,Recommend improvements to existing or planned logistics processes.,Core,Logistics Analysts,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1612,13-1081.02,15895.0,Prepare reports on logistics performance measures.,Core,Logistics Analysts,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1613,13-1081.02,15883.0,Enter logistics-related data into databases.,Core,Logistics Analysts,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1617,13-1081.02,15899.0,Maintain logistics records in accordance with corporate policies.,Core,Logistics Analysts,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1623,13-1081.02,15892.0,"Review procedures, such as distribution or inventory management, to ensure maximum efficiency or minimum cost.",Core,Logistics Analysts,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1624,13-1081.02,15900.0,"Develop or maintain models for logistics uses, such as cost estimating or demand forecasting.",Core,Logistics Analysts,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1626,13-1081.02,15891.0,Write or revise standard operating procedures for logistics processes.,Core,Logistics Analysts,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1632,13-1081.02,15885.0,Determine packaging requirements.,Supplemental,Logistics Analysts,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1633,13-1081.02,20014.0,Enter carbon-output or environmental-impact data into spreadsheets or environmental management or auditing software programs.,Supplemental,Logistics Analysts,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1635,13-1081.02,20012.0,Arrange for sale or lease of excess storage or transport capacity to minimize losses or inefficiencies associated with empty space.,Supplemental,Logistics Analysts,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1639,13-1082.00,21465.0,Create project status presentations for delivery to customers or project personnel.,,Project Management Specialists,E1,E2,E1,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1649,13-1082.00,21475.0,Produce and distribute project documents.,,Project Management Specialists,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1655,13-1082.00,21481.0,"Submit project deliverables to clients, ensuring adherence to quality standards.",,Project Management Specialists,E2,E1,E1,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1660,13-1111.00,7285.0,"Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis.",Core,Management Analysts,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1665,13-1111.00,7284.0,"Design, evaluate, recommend, and approve changes of forms and reports.",Core,Management Analysts,E1,E1,E2,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1667,13-1121.00,1209.0,"Consult with customers to determine objectives and requirements for events, such as meetings, conferences, and conventions.",Core,"Meeting, Convention, and Event Planners",E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1668,13-1121.00,1212.0,Review event bills for accuracy and approve payment.,Core,"Meeting, Convention, and Event Planners",E2,E1,E2,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1673,13-1121.00,1217.0,"Maintain records of event aspects, including financial details.",Core,"Meeting, Convention, and Event Planners",E2,E1,E1,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1684,13-1121.00,1229.0,Develop event topics and choose featured speakers.,Supplemental,"Meeting, Convention, and Event Planners",E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1690,13-1131.00,18931.0,Write and send letters of thanks to donors.,Core,Fundraisers,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1692,13-1131.00,18907.0,Create or update donor databases.,Core,Fundraisers,E1,E2,E1,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1693,13-1131.00,18912.0,Develop strategies to encourage new or increased contributions.,Core,Fundraisers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1694,13-1131.00,18911.0,"Develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",Core,Fundraisers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1695,13-1131.00,18925.0,Compile or develop materials to submit to granting or other funding organizations.,Core,Fundraisers,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1704,13-1131.00,18932.0,Write reports or prepare presentations to communicate fundraising program data.,Core,Fundraisers,E2,E1,E1,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1705,13-1131.00,18916.0,Explain the tax advantages of contributions to potential donors.,Core,Fundraisers,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1707,13-1131.00,18924.0,"Write speeches, press releases, or other promotional materials to increase awareness of the causes, missions, or goals of organizations seeking funds.",Core,Fundraisers,E2,E1,E1,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1712,13-1131.00,18909.0,"Develop corporate fundraising programs, such as employer gift-matching.",Supplemental,Fundraisers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1718,13-1141.00,3356.0,"Prepare occupational classifications, job descriptions, and salary scales.",Core,"Compensation, Benefits, and Job Analysis Specialists",E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1723,13-1141.00,3358.0,"Prepare reports, such as organization and flow charts and career path reports, to summarize job analysis and evaluation and compensation analysis information.",Core,"Compensation, Benefits, and Job Analysis Specialists",E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1724,13-1141.00,3354.0,"Plan, develop, evaluate, improve, and communicate methods and techniques for selecting, promoting, compensating, evaluating, and training workers.",Core,"Compensation, Benefits, and Job Analysis Specialists",E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1725,13-1141.00,3366.0,Assess need for and develop job analysis instruments and materials.,Core,"Compensation, Benefits, and Job Analysis Specialists",E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1728,13-1141.00,3357.0,Assist in preparing and maintaining personnel records and handbooks.,Core,"Compensation, Benefits, and Job Analysis Specialists",E0,E1,E1,False,T3,1.0,1.0,1.0,0.75,E0,13,Business and Financial Operations Occupations
1729,13-1141.00,3364.0,"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",Core,"Compensation, Benefits, and Job Analysis Specialists",E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1732,13-1141.00,3361.0,"Develop, implement, administer, and evaluate personnel and labor relations programs, including performance appraisal, affirmative action, and employment equity programs.",Supplemental,"Compensation, Benefits, and Job Analysis Specialists",E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1738,13-1141.00,3372.0,"Prepare research results for publication in form of journals, books, manuals, and film.",Supplemental,"Compensation, Benefits, and Job Analysis Specialists",E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1740,13-1151.00,94.0,"Present information with a variety of instructional techniques or formats, such as role playing, simulations, team exercises, group discussions, videos, or lectures.",Core,Training and Development Specialists,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1741,13-1151.00,20475.0,"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",Core,Training and Development Specialists,E1,E1,E2,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1743,13-1151.00,97.0,Offer specific training programs to help workers maintain or improve job skills.,Core,Training and Development Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1746,13-1151.00,20474.0,"Design, plan, organize, or direct orientation and training programs for employees or customers.",Core,Training and Development Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1747,13-1151.00,102.0,Develop alternative training methods if expected improvements are not seen.,Core,Training and Development Specialists,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1748,13-1151.00,101.0,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts.",Core,Training and Development Specialists,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1750,13-1151.00,106.0,Devise programs to develop executive potential among employees in lower-level positions.,Core,Training and Development Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1754,13-1151.00,105.0,Select and assign instructors to conduct training.,Core,Training and Development Specialists,E1,E2,E0,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1760,13-1161.00,5434.0,"Prepare reports of findings, illustrating data graphically and translating complex findings into written text.",Core,Market Research Analysts and Marketing Specialists,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1764,13-1161.00,5443.0,"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",Core,Market Research Analysts and Marketing Specialists,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1772,13-1161.00,5444.0,Develop and implement procedures for identifying advertising needs.,Core,Market Research Analysts and Marketing Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1778,13-1161.01,20320.0,"Coordinate with developers to optimize Web site architecture, server configuration, or page construction for search engine consumption and optimal visibility.",Core,Search Marketing Strategists,E2,E1,E2,True,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1781,13-1161.01,20321.0,Create content strategies for digital media.,Core,Search Marketing Strategists,E2,E1,E1,False,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1799,13-1161.01,16184.0,"Develop transactional Web applications, using Web programming software and knowledge of programming languages, such as hypertext markup language (HTML) and extensible markup language (XML).",Supplemental,Search Marketing Strategists,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1800,13-1161.01,16183.0,"Identify and develop commercial or technical specifications, such as usability, pricing, checkout, or data security, to promote transactional internet-enabled commerce functionality.",Supplemental,Search Marketing Strategists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1808,13-1161.01,16176.0,Identify methods for interfacing Web application technologies with enterprise resource planning or other system software.,Supplemental,Search Marketing Strategists,E2,E1,E2,True,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1813,13-1199.04,15947.0,"Write reports to summarize testing activities, including descriptions of goals, planning, scheduling, execution, results, analysis, conclusions, and recommendations.",Core,Business Continuity Planners,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1815,13-1199.04,15963.0,Create scenarios to reestablish operations from various types of business disruptions.,Core,Business Continuity Planners,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1816,13-1199.04,15951.0,"Establish, maintain, or test call trees to ensure appropriate communication during disaster.",Core,Business Continuity Planners,E0,E1,E2,False,T3,1.0,1.0,1.0,0.75,E0,13,Business and Financial Operations Occupations
1819,13-1199.04,15949.0,Interpret government regulations and applicable codes to ensure compliance.,Core,Business Continuity Planners,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1820,13-1199.04,15954.0,Create or administer training and awareness presentations or materials.,Core,Business Continuity Planners,E2,E1,E1,False,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1821,13-1199.04,15959.0,"Prepare reports summarizing operational results, financial performance, or accomplishments of specified objectives, goals, or plans.",Core,Business Continuity Planners,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1834,13-1199.05,15968.0,Review and revise sustainability proposals or policies.,Core,Sustainability Specialists,E1,E1,E2,True,T2,1.0,1.0,1.0,0.5,E1,13,Business and Financial Operations Occupations
1835,13-1199.05,15976.0,Develop reports or presentations to communicate the effectiveness of sustainability initiatives.,Core,Sustainability Specialists,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1836,13-1199.05,15975.0,Create or maintain plans or other documents related to sustainability projects.,Core,Sustainability Specialists,E2,E1,E1,False,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1837,13-1199.05,15978.0,Collect information about waste stream management or green building practices to inform decision makers.,Core,Sustainability Specialists,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1838,13-1199.05,15969.0,"Research or review regulatory, technical, or market issues related to sustainability.",Core,Sustainability Specialists,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1840,13-1199.05,15971.0,Identify or create new sustainability indicators.,Core,Sustainability Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1843,13-1199.05,15972.0,"Write grant applications, rebate applications, or project proposals to secure funding for sustainability projects.",Core,Sustainability Specialists,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1846,13-1199.06,15710.0,"Create, manage, or automate orders or invoices, using order management or invoicing software.",Core,Online Merchants,E2,E1,E2,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1847,13-1199.06,15709.0,Deliver e-mail confirmation of completed transactions and shipment.,Core,Online Merchants,E1,E1,E1,True,T4,1.0,1.0,1.0,1.0,E1,13,Business and Financial Operations Occupations
1848,13-1199.06,15728.0,"Correspond with online customers via electronic mail, telephone, or other electronic messaging to address questions or complaints about products, policies, or shipping methods.",Core,Online Merchants,E1,E2,E1,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1851,13-1199.06,15730.0,"Calculate purchase subtotals, taxes, and shipping costs for submission to customers.",Core,Online Merchants,E2,E1,E0,True,T4,1.0,1.0,1.0,1.0,E2,13,Business and Financial Operations Occupations
1852,13-1199.06,15734.0,"Compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping Web sites.",Core,Online Merchants,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1855,13-1199.06,15735.0,"Calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",Core,Online Merchants,E2,E1,E0,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1856,13-1199.06,15714.0,Cancel orders based on customer requests or inventory or delivery problems.,Core,Online Merchants,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1857,13-1199.06,15732.0,"Prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria.",Core,Online Merchants,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1860,13-1199.06,15711.0,Create or maintain database of customer accounts.,Core,Online Merchants,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1861,13-1199.06,15717.0,"Promote products in online communities through weblog or discussion-forum postings, e-mail marketing programs, or online advertising.",Core,Online Merchants,E1,E2,E1,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1862,13-1199.06,15713.0,Collaborate with search engine shopping specialists to place marketing content in desired online locations.,Core,Online Merchants,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1867,13-1199.06,15708.0,Disclose merchant information and terms and policies of transactions in online or offline materials.,Core,Online Merchants,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1868,13-1199.06,15727.0,"Design customer interface of online storefront, using web programming or e-commerce software.",Supplemental,Online Merchants,E2,E1,E2,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1870,13-1199.06,15715.0,"Transfer digital media, such as music, video, or software, to customers via the Internet.",Supplemental,Online Merchants,E1,E1,E0,True,T4,1.0,1.0,1.0,1.0,E1,13,Business and Financial Operations Occupations
1871,13-1199.06,15724.0,"Devise, select, or purchase domain name and web address.",Supplemental,Online Merchants,E1,E1,E2,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1872,13-1199.06,15722.0,Initiate online auctions through auction hosting sites or auction management software.,Supplemental,Online Merchants,E1,E1,E2,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1873,13-1199.06,15723.0,"Implement security practices to preserve assets, minimize liabilities, or ensure customer privacy, using parallel servers, hardware redundancy, fail-safe technology, information encryption, or firewalls.",Supplemental,Online Merchants,E2,E1,E2,True,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1876,13-1199.06,15706.0,Integrate online retailing strategy with physical or catalogue retailing operations.,Supplemental,Online Merchants,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1881,13-1199.07,21485.0,"Design security policies, programs, or practices to ensure adequate security relating to alarm response, access card use, and other security needs.",,Security Management Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1882,13-1199.07,21486.0,"Design, implement, or establish requirements for security systems, video surveillance, motion detection, or closed-circuit television systems to ensure proper installation and operation.",,Security Management Specialists,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1885,13-1199.07,21489.0,"Engineer, install, maintain, or repair security systems, programmable logic controls, or other security-related electronic systems.",,Security Management Specialists,E0,E1,E1,False,T0,1.0,1.0,1.0,0.0,E0,13,Business and Financial Operations Occupations
1888,13-1199.07,21492.0,"Interview witnesses or suspects to identify persons responsible for security breaches or to establish losses, pursue prosecutions, or obtain restitution.",,Security Management Specialists,E2,E1,E0,False,T1,1.0,1.0,1.0,0.25,E2,13,Business and Financial Operations Occupations
1893,13-1199.07,21497.0,Prepare documentation for case reports or court proceedings.,,Security Management Specialists,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1894,13-1199.07,21498.0,"Prepare, maintain, or update security procedures, security system drawings, or related documentation.",,Security Management Specialists,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1901,13-2011.00,21505.0,Prepare detailed reports on audit findings.,Core,Accountants and Auditors,E1,E1,E2,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1902,13-2011.00,21506.0,"Report to management about asset utilization and audit results, and recommend changes in operations and financial activities.",Core,Accountants and Auditors,E1,E2,E0,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1907,13-2011.00,21511.0,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.",Core,Accountants and Auditors,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1909,13-2011.00,21513.0,Examine records and interview workers to ensure recording of transactions and compliance with laws and regulations.,Core,Accountants and Auditors,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1911,13-2011.00,21515.0,Prepare adjusting journal entries.,Core,Accountants and Auditors,E2,E1,E2,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1913,13-2011.00,21517.0,Establish tables of accounts and assign entries to proper accounts.,Core,Accountants and Auditors,E1,E1,E0,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1933,13-2022.00,21537.0,"Determine the appropriate type of valuation to make, such as fair market, replacement, or liquidation, based on the needs of the property owner.",,Appraisers of Personal and Business Property,E1,E1,E0,False,T2,1.0,1.0,1.0,0.5,E1,13,Business and Financial Operations Occupations
1934,13-2022.00,21538.0,"Document physical characteristics of property such as measurements, quality, and design.",,Appraisers of Personal and Business Property,E1,E2,E1,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1935,13-2022.00,21539.0,Forecast the value of property.,,Appraisers of Personal and Business Property,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1943,13-2022.00,21547.0,"Write and submit appraisal reports for property, such as jewelry, art, antiques, collectibles, and equipment.",,Appraisers of Personal and Business Property,E1,E2,E0,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1944,13-2022.00,21548.0,Write descriptions of the property being appraised.,,Appraisers of Personal and Business Property,E1,E1,E0,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1945,13-2023.00,21549.0,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",Core,Appraisers and Assessors of Real Estate,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1949,13-2023.00,21553.0,"Prepare and maintain current data on each parcel assessed, including maps of boundaries, inventories of land and structures, property characteristics, and any applicable exemptions.",Core,Appraisers and Assessors of Real Estate,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1950,13-2023.00,21554.0,Explain assessed values to property owners and defend appealed assessments at public hearings.,Core,Appraisers and Assessors of Real Estate,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1955,13-2023.00,21559.0,Explain real and personal property taxes to property owners.,Core,Appraisers and Assessors of Real Estate,E1,E2,E0,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1968,13-2023.00,21572.0,"Estimate building replacement costs, using building valuation manuals and professional cost estimators.",Core,Appraisers and Assessors of Real Estate,E1,E2,E0,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1971,13-2023.00,21575.0,Calculate tax bills for properties by multiplying assessed values by jurisdiction tax rates.,Supplemental,Appraisers and Assessors of Real Estate,E1,E1,E0,False,T4,1.0,1.0,1.0,1.0,E1,13,Business and Financial Operations Occupations
1975,13-2031.00,3399.0,Summarize budgets and submit recommendations for the approval or disapproval of funds requests.,Core,Budget Analysts,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1978,13-2031.00,3395.0,Direct the preparation of regular and special budget reports.,Core,Budget Analysts,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1979,13-2031.00,3398.0,"Provide advice and technical assistance with cost analysis, fiscal allocation, and budget preparation.",Core,Budget Analysts,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1982,13-2031.00,3404.0,Interpret budget directives and establish policies for carrying out directives.,Core,Budget Analysts,E1,E1,E2,False,T2,1.0,1.0,1.0,0.5,E1,13,Business and Financial Operations Occupations
1989,13-2041.00,1254.0,"Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",Core,Credit Analysts,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1990,13-2041.00,1255.0,"Generate financial ratios, using computer programs, to evaluate customers' financial status.",Core,Credit Analysts,E2,E1,E2,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1994,13-2041.00,1258.0,Consult with customers to resolve complaints and verify financial and credit transactions.,Core,Credit Analysts,E1,E2,E1,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
2004,13-2051.00,21584.0,Conduct financial analyses related to investments in green construction or green retrofitting projects.,,Financial and Investment Analysts,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
2005,13-2051.00,21585.0,"Confer with clients to restructure debt, refinance debt, or raise new debt.",,Financial and Investment Analysts,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
2010,13-2051.00,21590.0,Employ financial models to develop solutions to financial problems or to assess the financial or capital impact of transactions.,,Financial and Investment Analysts,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
2018,13-2051.00,21598.0,Prepare all materials for transactions or execution of deals.,,Financial and Investment Analysts,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
2026,13-2052.00,20182.0,"Recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.",Core,Personal Financial Advisors,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
2030,13-2052.00,12905.0,Answer clients' questions about the purposes and details of financial plans and strategies.,Core,Personal Financial Advisors,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
2032,13-2052.00,12915.0,Contact clients periodically to determine any changes in their financial status.,Core,Personal Financial Advisors,E1,E2,E1,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
