,task_id,title,label_JE,why,task,task_type
236,18864,Human Resources Specialists,1,,"Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).",Core
237,18866,Human Resources Specialists,1,,"Prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.",Core
238,18852,Human Resources Specialists,0,,"Address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.",Core
239,18868,Human Resources Specialists,1,,Review employment applications and job orders to match applicants with job requirements.,Core
240,18860,Human Resources Specialists,1,,"Inform job applicants of details such as duties and responsibilities, compensation, benefits, schedules, working conditions, or promotion opportunities.",Core
241,18871,Human Resources Specialists,1,,"Select qualified job applicants or refer them to managers, making hiring recommendations when appropriate.",Core
242,18870,Human Resources Specialists,0,,Schedule or conduct new employee orientations.,Core
243,18863,Human Resources Specialists,1,,"Maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms.",Core
244,18856,Human Resources Specialists,0,,Confer with management to develop or implement personnel policies or procedures.,Core
245,18857,Human Resources Specialists,1,,Contact job applicants to inform them of the status of their applications.,Core
246,18854,Human Resources Specialists,0,,Conduct exit interviews and ensure that necessary employment termination paperwork is completed.,Core
247,18862,Human Resources Specialists,0,,"Interview job applicants to obtain information on work history, training, education, or job skills.",Core
248,18865,Human Resources Specialists,0,,"Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",Core
249,18867,Human Resources Specialists,0,,"Provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues.",Core
250,18853,Human Resources Specialists,1,,Analyze employment-related data and prepare required reports.,Core
251,18872,Human Resources Specialists,0,,"Advise management on organizing, preparing, or implementing recruiting or retention programs.",Core
252,18858,Human Resources Specialists,0,,Develop or implement recruiting strategies to meet current or anticipated staffing needs.,Core
253,21097,Human Resources Specialists,0,,Administer employee benefit plans.,Supplemental
254,18869,Human Resources Specialists,0,,"Schedule or administer skill, intelligence, psychological, or drug tests for current or prospective employees.",Supplemental
255,18855,Human Resources Specialists,0,,Conduct reference or background checks on job applicants.,Supplemental
256,18876,Human Resources Specialists,1,,"Review and evaluate applicant qualifications or eligibility for specified licensing, according to established guidelines and designated licensing codes.",Supplemental
257,18874,Human Resources Specialists,1,,"Evaluate recruitment or selection criteria to ensure conformance to professional, statistical, or testing standards, recommending revisions, as needed.",Supplemental
258,18873,Human Resources Specialists,0,,"Coordinate with outside staffing agencies to secure temporary employees, based on departmental needs.",Supplemental
259,18875,Human Resources Specialists,0,,Evaluate selection or testing techniques by conducting research or follow-up activities and conferring with management or supervisory personnel.,Supplemental
260,14838,Farm Labor Contractors,0,,Pay wages of contracted farm laborers.,Core
261,14840,Farm Labor Contractors,0,,Recruit and hire agricultural workers.,Core
262,18886,Labor Relations Specialists,0,,Negotiate collective bargaining agreements.,Core
263,18885,Labor Relations Specialists,0,,Monitor company or workforce adherence to labor agreements.,Core
264,18889,Labor Relations Specialists,0,,Present the position of the company or of labor during arbitration or other labor negotiations.,Core
265,18895,Labor Relations Specialists,1,,"Write letters related to labor relations activities, such as letters to amend collective bargaining agreements, letters of dispute or conciliation, or letters to seek clarification of contract terms.",Core
266,18879,Labor Relations Specialists,1,,Draft contract proposals or counter-proposals for collective bargaining or other labor negotiations.,Core
267,18882,Labor Relations Specialists,1,,Interpret contractual agreements for employers and employees engaged in collective bargaining or other labor relations processes.,Core
268,18897,Labor Relations Specialists,1,,Assess the impact of union proposals on company or government operations.,Core
269,18883,Labor Relations Specialists,0,,Investigate and evaluate union complaints or arguments to determine viability.,Core
270,18891,Labor Relations Specialists,1,,"Recommend collective bargaining strategies, goals, or objectives.",Core
271,18900,Labor Relations Specialists,0,,"Prepare evidence for disciplinary hearings, including preparing witnesses to testify.",Core
272,18890,Labor Relations Specialists,1,,Propose resolutions for collective bargaining or other labor or contract negotiations.,Core
273,18884,Labor Relations Specialists,0,,Mediate discussions between employer and employee representatives in attempt to reconcile differences.,Core
274,18892,Labor Relations Specialists,1,,"Review and approve employee disciplinary actions, such as written reprimands, suspensions, or terminations.",Core
275,18896,Labor Relations Specialists,1,,Assess risk levels associated with collective bargaining strategies.,Core
276,18877,Labor Relations Specialists,0,,Advise management on matters related to the administration of contracts or employee discipline or grievance procedures.,Core
277,18903,Labor Relations Specialists,0,,Select mediators or arbitrators for labor disputes or contract negotiations.,Core
278,18893,Labor Relations Specialists,1,,"Review employer practices or employee data to ensure compliance with contracts on matters such as wages, hours, or conditions of employment.",Core
279,18880,Labor Relations Specialists,1,,"Draft rules or regulations to govern collective bargaining activities in collaboration with company, government, or employee representatives.",Core
280,18901,Labor Relations Specialists,0,,Provide expert testimony in legal proceedings related to labor relations or labor contracts.,Core
281,18881,Labor Relations Specialists,1,,"Identify alternatives to proposals of unions, employees, companies, or government agencies.",Core
282,18899,Labor Relations Specialists,1,,"Develop methods to monitor employee satisfaction with policies or working conditions, including grievance or complaint procedures.",Core
283,18902,Labor Relations Specialists,1,,Research case law or outcomes of previous case hearings.,Core
284,18894,Labor Relations Specialists,1,,Schedule or coordinate the details of grievance hearings or other meetings.,Core
285,18887,Labor Relations Specialists,1,,"Prepare and submit required governmental reports or forms related to labor relations matters, such as equal employment opportunity (EEO) forms, new hire forms, or minority compensation reports.",Supplemental
286,18888,Labor Relations Specialists,0,,Prepare reports or presentations to communicate employee satisfaction or related data to management.,Supplemental
287,18898,Labor Relations Specialists,1,,Develop employee health and safety policies.,Supplemental
288,8933,Logisticians,0,,Develop an understanding of customers' needs and take actions to ensure that such needs are met.,Core
289,8950,Logisticians,0,,"Manage subcontractor activities, reviewing proposals, developing performance specifications, and serving as liaisons between subcontractors and organizations.",Core
290,8943,Logisticians,1,,Develop proposals that include documentation for estimates.,Core
291,8937,Logisticians,0,,"Review logistics performance with customers against targets, benchmarks, and service agreements.",Core
292,8934,Logisticians,0,,"Direct availability and allocation of materials, supplies, and finished products.",Core
293,8949,Logisticians,0,,Redesign the movement of goods to maximize value and minimize costs.,Core
294,8942,Logisticians,0,,"Explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations.",Core
295,8939,Logisticians,0,,"Direct team activities, establishing task priorities, scheduling and tracking work assignments, providing guidance, and ensuring the availability of resources.",Core
296,20847,Logisticians,0,,Perform managerial duties such as hiring and training employees and overseeing facility needs or requirements.,Core
297,8935,Logisticians,0,,"Collaborate with other departments as necessary to meet customer requirements, to take advantage of sales opportunities or, in the case of shortages, to minimize negative impacts on a business.",Core
298,8940,Logisticians,1,,"Report project plans, progress, and results.",Core
299,8948,Logisticians,1,,Stay informed of logistics technology advances and apply appropriate technology to improve logistics processes.,Core
300,8938,Logisticians,0,,"Develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices.",Core
301,8945,Logisticians,0,,"Provide project management services, including the provision and analysis of technical data.",Core
302,8951,Logisticians,0,,"Manage the logistical aspects of product life cycles, including coordination or provisioning of samples, and the minimization of obsolescence.",Core
303,8952,Logisticians,1,,Perform system lifecycle cost analysis and develop component studies.,Core
304,8944,Logisticians,0,,"Plan, organize, and execute logistics support activities, such as maintenance planning, repair analysis, and test equipment recommendations.",Core
305,8946,Logisticians,0,,Participate in the assessment and review of design alternatives and design change proposal impacts.,Core
306,8941,Logisticians,0,,Direct and support the compilation and analysis of technical source data necessary for product development.,Core
307,8947,Logisticians,1,,Support the development of training materials and technical manuals.,Core
308,15861,Logistics Engineers,1,,Propose logistics solutions for customers.,Core
309,19996,Logistics Engineers,1,,"Develop logistic metrics, internal analysis tools, or key performance indicators for business units.",Core
310,15875,Logistics Engineers,1,,"Conduct logistics studies or analyses, such as time studies, zero-base analyses, rate analyses, network analyses, flow-path analyses, or supply chain analyses.",Core
311,19997,Logistics Engineers,1,,Identify cost-reduction or process-improvement logistic opportunities.,Core
312,15867,Logistics Engineers,1,,"Review contractual commitments, customer specifications, or related information to determine logistics or support requirements.",Core
313,15879,Logistics Engineers,0,,Evaluate effectiveness of current or future logistical processes.,Core
314,19999,Logistics Engineers,1,,Prepare logistic strategies or conceptual designs for production facilities.,Core
315,15877,Logistics Engineers,0,,"Provide logistics technology or information for effective and efficient support of product, equipment, or system manufacturing or service.",Core
316,15872,Logistics Engineers,1,,"Develop or maintain cost estimates, forecasts, or cost models.",Core
317,15876,Logistics Engineers,1,,"Analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",Core
318,15874,Logistics Engineers,1,,"Determine logistics support requirements, such as facility details, staffing needs, or safety or maintenance plans.",Core
319,15864,Logistics Engineers,0,,Direct the work of logistics analysts.,Core
320,19995,Logistics Engineers,0,,"Evaluate the use of inventory tracking technology, Web-based warehousing software, or intelligent conveyor systems to maximize plant or distribution center efficiency.",Core
321,15866,Logistics Engineers,1,,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",Core
322,15870,Logistics Engineers,1,,Identify or develop business rules or standard operating procedures to streamline operating processes.,Core
323,20005,Logistics Engineers,1,,Determine requirements for compliance with environmental certification standards.,Core
324,15880,Logistics Engineers,1,,"Apply logistics modeling techniques to address issues, such as operational process improvement or facility design or layout.",Core
325,15868,Logistics Engineers,1,,Prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems.,Core
326,20003,Logistics Engineers,1,,"Create models or scenarios to predict the impact of changing circumstances, such as fuel costs, road pricing, energy taxes, or carbon emissions legislation.",Core
327,20006,Logistics Engineers,1,,Provide logistical facility or capacity planning analyses for distribution or transportation functions.,Core
328,15865,Logistics Engineers,1,,Design plant distribution centers.,Core
329,15863,Logistics Engineers,0,,"Interview key staff or tour facilities to identify efficiency-improvement, cost-reduction, or service-delivery opportunities.",Core
330,20000,Logistics Engineers,1,,Design comprehensive supply chains that minimize environmental impacts or costs.,Core
331,15873,Logistics Engineers,1,,"Determine feasibility of designing new facilities or modifying existing facilities, based on factors such as cost, available space, schedule, technical requirements, or ergonomics.",Core
332,20004,Logistics Engineers,1,,"Review global, national, or regional transportation or logistics reports for ways to improve efficiency or minimize the environmental impact of logistics activities.",Core
333,19998,Logistics Engineers,1,,"Evaluate the use of technologies, such as global positioning systems (GPS), radio-frequency identification (RFID), route navigation software, or satellite linkup systems, to improve transportation efficiency.",Core
334,20001,Logistics Engineers,1,,"Develop or document reverse logistics management processes to ensure maximal efficiency of product recycling, reuse, or final disposal.",Core
335,20002,Logistics Engineers,1,,"Conduct environmental audits for logistics activities, such as storage, distribution, or transportation.",Supplemental
336,20007,Logistics Engineers,1,,Develop or document procedures to minimize or mitigate carbon output resulting from the movement of materials or products.,Supplemental
337,20008,Logistics Engineers,0,,"Assess the environmental impact or energy efficiency of logistics activities, using carbon mitigation software.",Supplemental
338,15898,Logistics Analysts,1,,Maintain databases of logistics information.,Core
339,20009,Logistics Analysts,0,,"Remotely monitor the flow of vehicles or inventory, using Web-based logistics information systems to track vehicles or containers.",Core
340,15889,Logistics Analysts,0,,"Communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies.",Core
341,15890,Logistics Analysts,0,,Track product flow from origin to final delivery.,Core
342,15903,Logistics Analysts,1,,"Interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation.",Core
343,15893,Logistics Analysts,1,,Recommend improvements to existing or planned logistics processes.,Core
344,15904,Logistics Analysts,1,,"Apply analytic methods or tools to understand, predict, or control logistics operations or processes.",Core
345,15895,Logistics Analysts,1,,Prepare reports on logistics performance measures.,Core
346,15883,Logistics Analysts,0,,Enter logistics-related data into databases.,Core
347,15894,Logistics Analysts,1,,"Provide ongoing analyses in areas such as transportation costs, parts procurement, back orders, or delivery processes.",Core
348,15905,Logistics Analysts,1,,"Analyze logistics data, using methods such as data mining, data modeling, or cost or benefit analysis.",Core
349,15897,Logistics Analysts,1,,"Monitor inventory transactions at warehouse facilities to assess receiving, storage, shipping, or inventory integrity.",Core
350,15899,Logistics Analysts,1,,Maintain logistics records in accordance with corporate policies.,Core
351,15888,Logistics Analysts,0,,Contact carriers for rates or schedules.,Core
352,15896,Logistics Analysts,1,,Manage systems to ensure that pricing structures adequately reflect logistics costing.,Core
353,15901,Logistics Analysts,0,,"Confer with logistics management teams to determine ways to optimize service levels, maintain supply-chain efficiency, or minimize cost.",Core
354,15902,Logistics Analysts,1,,"Compute reporting metrics, such as on-time delivery rates, order fulfillment rates, or inventory turns.",Core
355,15881,Logistics Analysts,1,,Identify opportunities for inventory reductions.,Core
356,15892,Logistics Analysts,1,,"Review procedures, such as distribution or inventory management, to ensure maximum efficiency or minimum cost.",Core
357,15900,Logistics Analysts,1,,"Develop or maintain models for logistics uses, such as cost estimating or demand forecasting.",Core
358,15882,Logistics Analysts,1,,"Monitor industry standards, trends, or practices to identify developments in logistics planning or execution.",Core
359,15891,Logistics Analysts,1,,Write or revise standard operating procedures for logistics processes.,Core
360,20010,Logistics Analysts,1,,"Reorganize shipping schedules to consolidate loads, maximize vehicle usage, or limit the movement of empty vehicles or containers.",Supplemental
361,15887,Logistics Analysts,0,,Contact potential vendors to determine material availability.,Supplemental
362,15884,Logistics Analysts,0,,Develop or maintain payment systems to ensure accuracy of vendor payments.,Supplemental
363,15886,Logistics Analysts,0,,Develop or maintain freight rate databases for use by supply chain departments to determine the most economical modes of transportation.,Supplemental
364,20011,Logistics Analysts,0,,"Route or reroute drivers in real time with remote route navigation software, satellite linkup systems, or global positioning systems (GPS) to improve operational efficiencies.",Supplemental
365,15885,Logistics Analysts,1,,Determine packaging requirements.,Supplemental
366,20014,Logistics Analysts,0,,Enter carbon-output or environmental-impact data into spreadsheets or environmental management or auditing software programs.,Supplemental
367,20013,Logistics Analysts,1,,Compare locations or environmental policies of carriers or suppliers to make transportation decisions with lower environmental impact.,Supplemental
368,20012,Logistics Analysts,0,,Arrange for sale or lease of excess storage or transport capacity to minimize losses or inefficiencies associated with empty space.,Supplemental
369,21462,Project Management Specialists,1,,Assign duties or responsibilities to project personnel.,
370,21463,Project Management Specialists,0,,Communicate with key stakeholders to determine project requirements and objectives.,
371,21464,Project Management Specialists,0,,Confer with project personnel to identify and resolve problems.,
372,21465,Project Management Specialists,0,,Create project status presentations for delivery to customers or project personnel.,
373,21466,Project Management Specialists,1,,"Develop or update project plans including information such as objectives, technologies, schedules, funding, and staffing.",
374,21467,Project Management Specialists,1,,"Identify project needs such as resources, staff, or finances by reviewing project objectives and schedules.",
375,21468,Project Management Specialists,0,,"Identify, review, or select vendors or consultants to meet project needs.",
376,21469,Project Management Specialists,1,,Monitor costs incurred by project staff to identify budget issues.,
377,21470,Project Management Specialists,1,,Monitor project milestones and deliverables.,
378,21471,Project Management Specialists,0,,Monitor the performance of project team members to provide performance feedback.,
379,21472,Project Management Specialists,0,,Negotiate with project stakeholders or suppliers to obtain resources or materials.,
380,21473,Project Management Specialists,0,,"Plan, schedule, or coordinate project activities to meet deadlines.",
381,21474,Project Management Specialists,1,,"Prepare and submit budget estimates, progress reports, or cost tracking reports.",
382,21475,Project Management Specialists,1,,Produce and distribute project documents.,
383,21476,Project Management Specialists,1,,"Propose, review, or approve modifications to project plans.",
384,21477,Project Management Specialists,0,,Recruit or hire project personnel.,
385,21478,Project Management Specialists,0,,"Report project status, such as budget, resources, technical issues, or customer satisfaction, to managers.",
386,21479,Project Management Specialists,0,,Request and review project updates to ensure deadlines are met.,
387,21480,Project Management Specialists,0,,Schedule or facilitate project meetings.,
388,21481,Project Management Specialists,1,,"Submit project deliverables to clients, ensuring adherence to quality standards.",
389,7276,Management Analysts,0,,Gather and organize information on problems or procedures.,Core
390,7277,Management Analysts,1,,Analyze data gathered and develop solutions or alternative methods of proceeding.,Core
391,7282,Management Analysts,1,,"Document findings of study and prepare recommendations for implementation of new systems, procedures, or organizational changes.",Core
392,7285,Management Analysts,1,,"Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis.",Core
393,7283,Management Analysts,0,,"Prepare manuals and train workers in use of new forms, reports, procedures or equipment, according to organizational policy.",Core
394,7280,Management Analysts,0,,"Review forms and reports and confer with management and users about format, distribution, and purpose, identifying problems and improvements.",Core
395,7279,Management Analysts,0,,"Develop and implement records management program for filing, protection, and retrieval of records, and assure compliance with program.",Core
396,7284,Management Analysts,1,,"Design, evaluate, recommend, and approve changes of forms and reports.",Core
397,7286,Management Analysts,1,,Recommend purchase of storage equipment and design area layout to locate equipment in space available.,Supplemental
398,1209,"Meeting, Convention, and Event Planners",0,,"Consult with customers to determine objectives and requirements for events, such as meetings, conferences, and conventions.",Core
399,1212,"Meeting, Convention, and Event Planners",1,,Review event bills for accuracy and approve payment.,Core
400,1214,"Meeting, Convention, and Event Planners",0,,"Coordinate services for events, such as accommodation and transportation for participants, facilities, catering, signage, displays, special needs requirements, printing and event security.",Core
401,1215,"Meeting, Convention, and Event Planners",0,,"Arrange the availability of audio-visual equipment, transportation, displays, and other event needs.",Core
402,1217,"Meeting, Convention, and Event Planners",1,,"Maintain records of event aspects, including financial details.",Core
403,1210,"Meeting, Convention, and Event Planners",0,,"Monitor event activities to ensure compliance with applicable regulations and laws, satisfaction of participants, and resolution of any problems that arise.",Core
404,1219,"Meeting, Convention, and Event Planners",0,,"Negotiate contracts with such service providers and suppliers as hotels, convention centers, and speakers.",Core
405,1222,"Meeting, Convention, and Event Planners",0,,Evaluate and select providers of services according to customer requirements.,Core
406,1213,"Meeting, Convention, and Event Planners",1,,"Plan and develop programs, agendas, budgets, and services according to customer requirements.",Core
407,1226,"Meeting, Convention, and Event Planners",0,,"Hire, train, and supervise volunteers and support staff required for events.",Core
408,1218,"Meeting, Convention, and Event Planners",1,,Conduct post-event evaluations to determine how future events could be improved.,Core
409,1221,"Meeting, Convention, and Event Planners",0,,"Direct administrative details, such as financial operations, dissemination of promotional materials, and responses to inquiries.",Core
410,1220,"Meeting, Convention, and Event Planners",0,,"Meet with sponsors and organizing committees to plan scope and format of events, to establish and monitor budgets, or to review administrative procedures and event progress.",Core
411,1223,"Meeting, Convention, and Event Planners",1,,"Read trade publications, attend seminars, and consult with other meeting professionals to keep abreast of meeting management standards and trends.",Core
412,1224,"Meeting, Convention, and Event Planners",0,,Organize registration of event participants.,Supplemental
413,1229,"Meeting, Convention, and Event Planners",1,,Develop event topics and choose featured speakers.,Supplemental
414,1228,"Meeting, Convention, and Event Planners",0,,"Promote conference, convention and trades show services by performing tasks such as meeting with professional and trade associations, and producing brochures and other publications.",Supplemental
415,1225,"Meeting, Convention, and Event Planners",0,,Design and implement efforts to publicize events and promote sponsorships.,Supplemental
416,18917,Fundraisers,0,,Identify and build relationships with potential donors.,Core
417,18922,Fundraisers,0,,Secure commitments of participation or donation from individuals or corporate donors.,Core
418,18931,Fundraisers,1,,Write and send letters of thanks to donors.,Core
419,18923,Fundraisers,1,,"Solicit cash or in-kind donations or sponsorships from individual, business, or government donors.",Core
420,18907,Fundraisers,1,,Create or update donor databases.,Core
421,18912,Fundraisers,1,,Develop strategies to encourage new or increased contributions.,Core
422,18911,Fundraisers,0,,"Develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",Core
423,18925,Fundraisers,1,,Compile or develop materials to submit to granting or other funding organizations.,Core
424,18926,Fundraisers,1,,"Conduct research to identify the goals, net worth, charitable donation history, or other data related to potential donors, potential investors, or general donor markets.",Core
425,18910,Fundraisers,1,,Develop fundraising activity plans that maximize participation or contributions and minimize costs.,Core
426,18915,Fundraisers,0,,Establish fundraising or participation goals for special events or specified time periods.,Core
427,18919,Fundraisers,1,,Monitor progress of fundraising drives.,Core
428,18921,Fundraisers,0,,"Recruit sponsors, participants, or volunteers for fundraising events.",Core
429,18906,Fundraisers,1,,"Contact corporate representatives, government officials, or community leaders to increase awareness of organizational causes, activities, or needs.",Core
430,18932,Fundraisers,1,,Write reports or prepare presentations to communicate fundraising program data.,Core
431,18916,Fundraisers,0,,Explain the tax advantages of contributions to potential donors.,Core
432,18908,Fundraisers,0,,"Design or produce materials such as posters, Web sites, or newsletters to promote, market, or advertise fundraising events.",Core
433,18924,Fundraisers,1,,"Write speeches, press releases, or other promotional materials to increase awareness of the causes, missions, or goals of organizations seeking funds.",Core
434,18918,Fundraisers,1,,"Monitor budgets, expense reports, or other financial data for fundraising organizations.",Core
435,18920,Fundraisers,0,,"Plan and direct special events for fundraising, such as silent auctions, dances, golf events, or walks.",Core
436,18913,Fundraisers,0,,"Direct or coordinate Web-based fundraising activities, such as online auctions or donation Web sites.",Core
437,18930,Fundraisers,0,,"Secure speakers for charitable events, community meetings, or conferences to increase awareness of charitable, nonprofit, or political causes.",Core
438,18909,Fundraisers,1,,"Develop corporate fundraising programs, such as employer gift-matching.",Supplemental
439,18928,Fundraisers,1,,Develop and maintain media contact lists.,Supplemental
440,3351,"Compensation, Benefits, and Job Analysis Specialists",1,,"Evaluate job positions, determining classification, exempt or non-exempt status, and salary.",Core
441,3352,"Compensation, Benefits, and Job Analysis Specialists",1,,"Ensure company compliance with federal and state laws, including reporting requirements.",Core
442,3356,"Compensation, Benefits, and Job Analysis Specialists",1,,"Prepare occupational classifications, job descriptions, and salary scales.",Core
443,3355,"Compensation, Benefits, and Job Analysis Specialists",0,,Provide advice on the resolution of classification and salary complaints.,Core
444,3368,"Compensation, Benefits, and Job Analysis Specialists",1,,"Research job and worker requirements, structural and functional relationships among jobs and occupations, and occupational trends.",Core
445,3353,"Compensation, Benefits, and Job Analysis Specialists",0,,"Advise managers and employees on state and federal employment regulations, collective agreements, benefit and compensation policies, personnel procedures, and classification programs.",Core
446,3362,"Compensation, Benefits, and Job Analysis Specialists",1,,Perform multifactor data and cost analyses that may be used in areas such as support of collective bargaining agreements.,Core
447,3358,"Compensation, Benefits, and Job Analysis Specialists",1,,"Prepare reports, such as organization and flow charts and career path reports, to summarize job analysis and evaluation and compensation analysis information.",Core
448,3354,"Compensation, Benefits, and Job Analysis Specialists",0,,"Plan, develop, evaluate, improve, and communicate methods and techniques for selecting, promoting, compensating, evaluating, and training workers.",Core
449,3366,"Compensation, Benefits, and Job Analysis Specialists",1,,Assess need for and develop job analysis instruments and materials.,Core
450,3357,"Compensation, Benefits, and Job Analysis Specialists",1,,Assist in preparing and maintaining personnel records and handbooks.,Core
451,3364,"Compensation, Benefits, and Job Analysis Specialists",1,,"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",Core
452,3359,"Compensation, Benefits, and Job Analysis Specialists",0,,"Administer employee insurance, pension, and savings plans, working with insurance brokers and plan carriers.",Supplemental
453,3363,"Compensation, Benefits, and Job Analysis Specialists",1,,"Research employee benefit and health and safety practices, and recommend changes or modifications to existing policies.",Supplemental
454,3361,"Compensation, Benefits, and Job Analysis Specialists",0,,"Develop, implement, administer, and evaluate personnel and labor relations programs, including performance appraisal, affirmative action, and employment equity programs.",Supplemental
455,3365,"Compensation, Benefits, and Job Analysis Specialists",0,,Advise staff of individuals' qualifications.,Supplemental
456,3360,"Compensation, Benefits, and Job Analysis Specialists",0,,"Negotiate collective agreements on behalf of employers or workers, and mediate labor disputes and grievances.",Supplemental
457,3367,"Compensation, Benefits, and Job Analysis Specialists",1,,"Review occupational data on Alien Employment Certification Applications to determine the appropriate occupational title and code, and provide local offices with information about immigration and occupations.",Supplemental
458,3369,"Compensation, Benefits, and Job Analysis Specialists",0,,Plan and develop curricula and materials for training programs and conduct training.,Supplemental
459,3373,"Compensation, Benefits, and Job Analysis Specialists",0,,Work with the Department of Labor and promote its use with employers.,Supplemental
460,3372,"Compensation, Benefits, and Job Analysis Specialists",1,,"Prepare research results for publication in form of journals, books, manuals, and film.",Supplemental
461,94,Training and Development Specialists,0,,"Present information with a variety of instructional techniques or formats, such as role playing, simulations, team exercises, group discussions, videos, or lectures.",Core
462,20475,Training and Development Specialists,0,,"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",Core
463,19559,Training and Development Specialists,1,,"Evaluate modes of training delivery, such as in-person or virtual, to optimize training effectiveness, training costs, or environmental impacts.",Core
464,97,Training and Development Specialists,0,,Offer specific training programs to help workers maintain or improve job skills.,Core
465,103,Training and Development Specialists,0,,"Assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",Core
466,98,Training and Development Specialists,0,,"Monitor, evaluate, or record training activities or program effectiveness.",Core
467,20474,Training and Development Specialists,0,,"Design, plan, organize, or direct orientation and training programs for employees or customers.",Core
468,102,Training and Development Specialists,1,,Develop alternative training methods if expected improvements are not seen.,Core
469,101,Training and Development Specialists,1,,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts.",Core
470,20476,Training and Development Specialists,1,,Monitor training costs and prepare budget reports to justify expenditures.,Core
471,106,Training and Development Specialists,1,,Devise programs to develop executive potential among employees in lower-level positions.,Core
472,93,Training and Development Specialists,1,,"Keep up with developments in area of expertise by reading current journals, books, or magazine articles.",Core
473,99,Training and Development Specialists,0,,Attend meetings or seminars to obtain information for use in training programs or to inform management of training program status.,Core
474,100,Training and Development Specialists,0,,Coordinate recruitment and placement of training program participants.,Core
475,105,Training and Development Specialists,0,,Select and assign instructors to conduct training.,Core
476,108,Training and Development Specialists,0,,"Negotiate contracts with clients for desired training outcomes, fees, or expenses.",Core
477,20477,Training and Development Specialists,0,,"Supervise, evaluate, or refer instructors to skill development classes.",Core
478,95,Training and Development Specialists,1,,"Schedule classes based on availability of classrooms, equipment, or instructors.",Core
479,111,Training and Development Specialists,0,,"Refer trainees to employer relations representatives, to locations offering job placement assistance, or to appropriate social services agencies, if warranted.",Supplemental
480,19558,Training and Development Specialists,0,,"Develop or implement training programs related to efficiency, recycling, or other issues with environmental impacts.",Supplemental
481,5434,Market Research Analysts and Marketing Specialists,1,,"Prepare reports of findings, illustrating data graphically and translating complex findings into written text.",Core
482,5433,Market Research Analysts and Marketing Specialists,1,,"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",Core
483,5439,Market Research Analysts and Marketing Specialists,1,,"Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals.",Core
484,5435,Market Research Analysts and Marketing Specialists,0,,Measure and assess customer and employee satisfaction.,Core
485,5443,Market Research Analysts and Marketing Specialists,1,,"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",Core
486,5438,Market Research Analysts and Marketing Specialists,1,,"Measure the effectiveness of marketing, advertising, and communications programs and strategies.",Core
487,5437,Market Research Analysts and Marketing Specialists,1,,Seek and provide information to help companies determine their position in the marketplace.,Core
488,5436,Market Research Analysts and Marketing Specialists,1,,"Forecast and track marketing and sales trends, analyzing collected data.",Core
489,5441,Market Research Analysts and Marketing Specialists,1,,"Gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",Core
490,5442,Market Research Analysts and Marketing Specialists,1,,Monitor industry statistics and follow trends in trade literature.,Core
491,5440,Market Research Analysts and Marketing Specialists,0,,"Attend staff conferences to provide management with information and proposals concerning the promotion, distribution, design, and pricing of company products or services.",Core
492,5445,Market Research Analysts and Marketing Specialists,0,,Direct trained survey interviewers.,Core
493,5444,Market Research Analysts and Marketing Specialists,0,,Develop and implement procedures for identifying advertising needs.,Core
494,20328,Search Marketing Strategists,0,,Manage tracking and reporting of search-related activities and provide analyses to marketing executives.,Core
495,20329,Search Marketing Strategists,0,,"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",Core
496,16192,Search Marketing Strategists,1,,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",Core
497,16182,Search Marketing Strategists,1,,Participate in the development or implementation of online marketing strategy.,Core
