,task_id,task,title,task_type,label_MR
241,18871,"Select qualified job applicants or refer them to managers, making hiring recommendations when appropriate.",Human Resources Specialists,Core,1
242,18870,Schedule or conduct new employee orientations.,Human Resources Specialists,Core,0
243,18863,"Maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms.",Human Resources Specialists,Core,1
244,18856,Confer with management to develop or implement personnel policies or procedures.,Human Resources Specialists,Core,0
245,18857,Contact job applicants to inform them of the status of their applications.,Human Resources Specialists,Core,1
246,18854,Conduct exit interviews and ensure that necessary employment termination paperwork is completed.,Human Resources Specialists,Core,0
247,18862,"Interview job applicants to obtain information on work history, training, education, or job skills.",Human Resources Specialists,Core,0
248,18865,"Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",Human Resources Specialists,Core,0
249,18867,"Provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues.",Human Resources Specialists,Core,0
250,18853,Analyze employment-related data and prepare required reports.,Human Resources Specialists,Core,1
251,18872,"Advise management on organizing, preparing, or implementing recruiting or retention programs.",Human Resources Specialists,Core,0
252,18858,Develop or implement recruiting strategies to meet current or anticipated staffing needs.,Human Resources Specialists,Core,1
253,21097,Administer employee benefit plans.,Human Resources Specialists,Supplemental,1
254,18869,"Schedule or administer skill, intelligence, psychological, or drug tests for current or prospective employees.",Human Resources Specialists,Supplemental,0
255,18855,Conduct reference or background checks on job applicants.,Human Resources Specialists,Supplemental,0
256,18876,"Review and evaluate applicant qualifications or eligibility for specified licensing, according to established guidelines and designated licensing codes.",Human Resources Specialists,Supplemental,1
257,18874,"Evaluate recruitment or selection criteria to ensure conformance to professional, statistical, or testing standards, recommending revisions, as needed.",Human Resources Specialists,Supplemental,1
258,18873,"Coordinate with outside staffing agencies to secure temporary employees, based on departmental needs.",Human Resources Specialists,Supplemental,0
259,18875,Evaluate selection or testing techniques by conducting research or follow-up activities and conferring with management or supervisory personnel.,Human Resources Specialists,Supplemental,0
260,14838,Pay wages of contracted farm laborers.,Farm Labor Contractors,Core,0
261,14840,Recruit and hire agricultural workers.,Farm Labor Contractors,Core,0
262,18886,Negotiate collective bargaining agreements.,Labor Relations Specialists,Core,0
263,18885,Monitor company or workforce adherence to labor agreements.,Labor Relations Specialists,Core,0
264,18889,Present the position of the company or of labor during arbitration or other labor negotiations.,Labor Relations Specialists,Core,0
265,18895,"Write letters related to labor relations activities, such as letters to amend collective bargaining agreements, letters of dispute or conciliation, or letters to seek clarification of contract terms.",Labor Relations Specialists,Core,1
266,18879,Draft contract proposals or counter-proposals for collective bargaining or other labor negotiations.,Labor Relations Specialists,Core,1
267,18882,Interpret contractual agreements for employers and employees engaged in collective bargaining or other labor relations processes.,Labor Relations Specialists,Core,1
268,18897,Assess the impact of union proposals on company or government operations.,Labor Relations Specialists,Core,0
269,18883,Investigate and evaluate union complaints or arguments to determine viability.,Labor Relations Specialists,Core,1
270,18891,"Recommend collective bargaining strategies, goals, or objectives.",Labor Relations Specialists,Core,1
271,18900,"Prepare evidence for disciplinary hearings, including preparing witnesses to testify.",Labor Relations Specialists,Core,0
272,18890,Propose resolutions for collective bargaining or other labor or contract negotiations.,Labor Relations Specialists,Core,0
273,18884,Mediate discussions between employer and employee representatives in attempt to reconcile differences.,Labor Relations Specialists,Core,0
274,18892,"Review and approve employee disciplinary actions, such as written reprimands, suspensions, or terminations.",Labor Relations Specialists,Core,1
275,18896,Assess risk levels associated with collective bargaining strategies.,Labor Relations Specialists,Core,1
276,18877,Advise management on matters related to the administration of contracts or employee discipline or grievance procedures.,Labor Relations Specialists,Core,1
277,18903,Select mediators or arbitrators for labor disputes or contract negotiations.,Labor Relations Specialists,Core,1
278,18893,"Review employer practices or employee data to ensure compliance with contracts on matters such as wages, hours, or conditions of employment.",Labor Relations Specialists,Core,1
279,18880,"Draft rules or regulations to govern collective bargaining activities in collaboration with company, government, or employee representatives.",Labor Relations Specialists,Core,1
280,18901,Provide expert testimony in legal proceedings related to labor relations or labor contracts.,Labor Relations Specialists,Core,0
281,18881,"Identify alternatives to proposals of unions, employees, companies, or government agencies.",Labor Relations Specialists,Core,1
282,18899,"Develop methods to monitor employee satisfaction with policies or working conditions, including grievance or complaint procedures.",Labor Relations Specialists,Core,0
283,18902,Research case law or outcomes of previous case hearings.,Labor Relations Specialists,Core,1
284,18894,Schedule or coordinate the details of grievance hearings or other meetings.,Labor Relations Specialists,Core,0
285,18887,"Prepare and submit required governmental reports or forms related to labor relations matters, such as equal employment opportunity (EEO) forms, new hire forms, or minority compensation reports.",Labor Relations Specialists,Supplemental,1
286,18888,Prepare reports or presentations to communicate employee satisfaction or related data to management.,Labor Relations Specialists,Supplemental,1
287,18898,Develop employee health and safety policies.,Labor Relations Specialists,Supplemental,1
288,8933,Develop an understanding of customers' needs and take actions to ensure that such needs are met.,Logisticians,Core,0
289,8950,"Manage subcontractor activities, reviewing proposals, developing performance specifications, and serving as liaisons between subcontractors and organizations.",Logisticians,Core,1
290,8943,Develop proposals that include documentation for estimates.,Logisticians,Core,1
291,8937,"Review logistics performance with customers against targets, benchmarks, and service agreements.",Logisticians,Core,1
292,8934,"Direct availability and allocation of materials, supplies, and finished products.",Logisticians,Core,0
293,8949,Redesign the movement of goods to maximize value and minimize costs.,Logisticians,Core,1
294,8942,"Explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations.",Logisticians,Core,1
295,8939,"Direct team activities, establishing task priorities, scheduling and tracking work assignments, providing guidance, and ensuring the availability of resources.",Logisticians,Core,1
296,20847,Perform managerial duties such as hiring and training employees and overseeing facility needs or requirements.,Logisticians,Core,0
297,8935,"Collaborate with other departments as necessary to meet customer requirements, to take advantage of sales opportunities or, in the case of shortages, to minimize negative impacts on a business.",Logisticians,Core,0
298,8940,"Report project plans, progress, and results.",Logisticians,Core,1
299,8948,Stay informed of logistics technology advances and apply appropriate technology to improve logistics processes.,Logisticians,Core,1
300,8938,"Develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices.",Logisticians,Core,1
301,8945,"Provide project management services, including the provision and analysis of technical data.",Logisticians,Core,0
302,8951,"Manage the logistical aspects of product life cycles, including coordination or provisioning of samples, and the minimization of obsolescence.",Logisticians,Core,1
303,8952,Perform system lifecycle cost analysis and develop component studies.,Logisticians,Core,1
304,8944,"Plan, organize, and execute logistics support activities, such as maintenance planning, repair analysis, and test equipment recommendations.",Logisticians,Core,1
305,8946,Participate in the assessment and review of design alternatives and design change proposal impacts.,Logisticians,Core,0
306,8941,Direct and support the compilation and analysis of technical source data necessary for product development.,Logisticians,Core,0
307,8947,Support the development of training materials and technical manuals.,Logisticians,Core,1
308,15861,Propose logistics solutions for customers.,Logistics Engineers,Core,0
309,19996,"Develop logistic metrics, internal analysis tools, or key performance indicators for business units.",Logistics Engineers,Core,1
310,15875,"Conduct logistics studies or analyses, such as time studies, zero-base analyses, rate analyses, network analyses, flow-path analyses, or supply chain analyses.",Logistics Engineers,Core,1
311,19997,Identify cost-reduction or process-improvement logistic opportunities.,Logistics Engineers,Core,1
312,15867,"Review contractual commitments, customer specifications, or related information to determine logistics or support requirements.",Logistics Engineers,Core,1
313,15879,Evaluate effectiveness of current or future logistical processes.,Logistics Engineers,Core,1
314,19999,Prepare logistic strategies or conceptual designs for production facilities.,Logistics Engineers,Core,1
315,15877,"Provide logistics technology or information for effective and efficient support of product, equipment, or system manufacturing or service.",Logistics Engineers,Core,1
316,15872,"Develop or maintain cost estimates, forecasts, or cost models.",Logistics Engineers,Core,0
317,15876,"Analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",Logistics Engineers,Core,1
318,15874,"Determine logistics support requirements, such as facility details, staffing needs, or safety or maintenance plans.",Logistics Engineers,Core,1
319,15864,Direct the work of logistics analysts.,Logistics Engineers,Core,0
320,19995,"Evaluate the use of inventory tracking technology, Web-based warehousing software, or intelligent conveyor systems to maximize plant or distribution center efficiency.",Logistics Engineers,Core,0
321,15866,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",Logistics Engineers,Core,0
322,15870,Identify or develop business rules or standard operating procedures to streamline operating processes.,Logistics Engineers,Core,0
323,20005,Determine requirements for compliance with environmental certification standards.,Logistics Engineers,Core,1
324,15880,"Apply logistics modeling techniques to address issues, such as operational process improvement or facility design or layout.",Logistics Engineers,Core,0
325,15868,Prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems.,Logistics Engineers,Core,0
326,20003,"Create models or scenarios to predict the impact of changing circumstances, such as fuel costs, road pricing, energy taxes, or carbon emissions legislation.",Logistics Engineers,Core,1
327,20006,Provide logistical facility or capacity planning analyses for distribution or transportation functions.,Logistics Engineers,Core,0
328,15865,Design plant distribution centers.,Logistics Engineers,Core,1
329,15863,"Interview key staff or tour facilities to identify efficiency-improvement, cost-reduction, or service-delivery opportunities.",Logistics Engineers,Core,0
330,20000,Design comprehensive supply chains that minimize environmental impacts or costs.,Logistics Engineers,Core,1
331,15873,"Determine feasibility of designing new facilities or modifying existing facilities, based on factors such as cost, available space, schedule, technical requirements, or ergonomics.",Logistics Engineers,Core,1
332,20004,"Review global, national, or regional transportation or logistics reports for ways to improve efficiency or minimize the environmental impact of logistics activities.",Logistics Engineers,Core,1
333,19998,"Evaluate the use of technologies, such as global positioning systems (GPS), radio-frequency identification (RFID), route navigation software, or satellite linkup systems, to improve transportation efficiency.",Logistics Engineers,Core,1
334,20001,"Develop or document reverse logistics management processes to ensure maximal efficiency of product recycling, reuse, or final disposal.",Logistics Engineers,Core,0
335,20002,"Conduct environmental audits for logistics activities, such as storage, distribution, or transportation.",Logistics Engineers,Supplemental,0
336,20007,Develop or document procedures to minimize or mitigate carbon output resulting from the movement of materials or products.,Logistics Engineers,Supplemental,0
337,20008,"Assess the environmental impact or energy efficiency of logistics activities, using carbon mitigation software.",Logistics Engineers,Supplemental,1
338,15898,Maintain databases of logistics information.,Logistics Analysts,Core,1
339,20009,"Remotely monitor the flow of vehicles or inventory, using Web-based logistics information systems to track vehicles or containers.",Logistics Analysts,Core,0
340,15889,"Communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies.",Logistics Analysts,Core,0
341,15890,Track product flow from origin to final delivery.,Logistics Analysts,Core,0
342,15903,"Interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation.",Logistics Analysts,Core,1
343,15893,Recommend improvements to existing or planned logistics processes.,Logistics Analysts,Core,1
344,15904,"Apply analytic methods or tools to understand, predict, or control logistics operations or processes.",Logistics Analysts,Core,1
345,15895,Prepare reports on logistics performance measures.,Logistics Analysts,Core,1
346,15883,Enter logistics-related data into databases.,Logistics Analysts,Core,1
347,15894,"Provide ongoing analyses in areas such as transportation costs, parts procurement, back orders, or delivery processes.",Logistics Analysts,Core,1
348,15905,"Analyze logistics data, using methods such as data mining, data modeling, or cost or benefit analysis.",Logistics Analysts,Core,1
349,15897,"Monitor inventory transactions at warehouse facilities to assess receiving, storage, shipping, or inventory integrity.",Logistics Analysts,Core,0
350,15899,Maintain logistics records in accordance with corporate policies.,Logistics Analysts,Core,0
351,15888,Contact carriers for rates or schedules.,Logistics Analysts,Core,0
352,15896,Manage systems to ensure that pricing structures adequately reflect logistics costing.,Logistics Analysts,Core,1
353,15901,"Confer with logistics management teams to determine ways to optimize service levels, maintain supply-chain efficiency, or minimize cost.",Logistics Analysts,Core,0
354,15902,"Compute reporting metrics, such as on-time delivery rates, order fulfillment rates, or inventory turns.",Logistics Analysts,Core,1
355,15881,Identify opportunities for inventory reductions.,Logistics Analysts,Core,0
356,15892,"Review procedures, such as distribution or inventory management, to ensure maximum efficiency or minimum cost.",Logistics Analysts,Core,1
357,15900,"Develop or maintain models for logistics uses, such as cost estimating or demand forecasting.",Logistics Analysts,Core,1
358,15882,"Monitor industry standards, trends, or practices to identify developments in logistics planning or execution.",Logistics Analysts,Core,1
359,15891,Write or revise standard operating procedures for logistics processes.,Logistics Analysts,Core,1
360,20010,"Reorganize shipping schedules to consolidate loads, maximize vehicle usage, or limit the movement of empty vehicles or containers.",Logistics Analysts,Supplemental,1
361,15887,Contact potential vendors to determine material availability.,Logistics Analysts,Supplemental,0
362,15884,Develop or maintain payment systems to ensure accuracy of vendor payments.,Logistics Analysts,Supplemental,0
363,15886,Develop or maintain freight rate databases for use by supply chain departments to determine the most economical modes of transportation.,Logistics Analysts,Supplemental,1
364,20011,"Route or reroute drivers in real time with remote route navigation software, satellite linkup systems, or global positioning systems (GPS) to improve operational efficiencies.",Logistics Analysts,Supplemental,0
365,15885,Determine packaging requirements.,Logistics Analysts,Supplemental,1
366,20014,Enter carbon-output or environmental-impact data into spreadsheets or environmental management or auditing software programs.,Logistics Analysts,Supplemental,1
367,20013,Compare locations or environmental policies of carriers or suppliers to make transportation decisions with lower environmental impact.,Logistics Analysts,Supplemental,0
368,20012,Arrange for sale or lease of excess storage or transport capacity to minimize losses or inefficiencies associated with empty space.,Logistics Analysts,Supplemental,0
369,21462,Assign duties or responsibilities to project personnel.,Project Management Specialists,,0
370,21463,Communicate with key stakeholders to determine project requirements and objectives.,Project Management Specialists,,0
371,21464,Confer with project personnel to identify and resolve problems.,Project Management Specialists,,0
372,21465,Create project status presentations for delivery to customers or project personnel.,Project Management Specialists,,0
373,21466,"Develop or update project plans including information such as objectives, technologies, schedules, funding, and staffing.",Project Management Specialists,,1
374,21467,"Identify project needs such as resources, staff, or finances by reviewing project objectives and schedules.",Project Management Specialists,,1
375,21468,"Identify, review, or select vendors or consultants to meet project needs.",Project Management Specialists,,1
376,21469,Monitor costs incurred by project staff to identify budget issues.,Project Management Specialists,,0
377,21470,Monitor project milestones and deliverables.,Project Management Specialists,,0
378,21471,Monitor the performance of project team members to provide performance feedback.,Project Management Specialists,,0
379,21472,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Project Management Specialists,,0
380,21473,"Plan, schedule, or coordinate project activities to meet deadlines.",Project Management Specialists,,1
381,21474,"Prepare and submit budget estimates, progress reports, or cost tracking reports.",Project Management Specialists,,0
382,21475,Produce and distribute project documents.,Project Management Specialists,,0
383,21476,"Propose, review, or approve modifications to project plans.",Project Management Specialists,,1
384,21477,Recruit or hire project personnel.,Project Management Specialists,,0
385,21478,"Report project status, such as budget, resources, technical issues, or customer satisfaction, to managers.",Project Management Specialists,,0
386,21479,Request and review project updates to ensure deadlines are met.,Project Management Specialists,,0
387,21480,Schedule or facilitate project meetings.,Project Management Specialists,,1
388,21481,"Submit project deliverables to clients, ensuring adherence to quality standards.",Project Management Specialists,,1
389,7276,Gather and organize information on problems or procedures.,Management Analysts,Core,1
390,7277,Analyze data gathered and develop solutions or alternative methods of proceeding.,Management Analysts,Core,1
391,7282,"Document findings of study and prepare recommendations for implementation of new systems, procedures, or organizational changes.",Management Analysts,Core,1
392,7285,"Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis.",Management Analysts,Core,1
393,7283,"Prepare manuals and train workers in use of new forms, reports, procedures or equipment, according to organizational policy.",Management Analysts,Core,0
394,7280,"Review forms and reports and confer with management and users about format, distribution, and purpose, identifying problems and improvements.",Management Analysts,Core,1
395,7279,"Develop and implement records management program for filing, protection, and retrieval of records, and assure compliance with program.",Management Analysts,Core,0
396,7284,"Design, evaluate, recommend, and approve changes of forms and reports.",Management Analysts,Core,1
397,7286,Recommend purchase of storage equipment and design area layout to locate equipment in space available.,Management Analysts,Supplemental,0
398,1209,"Consult with customers to determine objectives and requirements for events, such as meetings, conferences, and conventions.","Meeting, Convention, and Event Planners",Core,0
399,1212,Review event bills for accuracy and approve payment.,"Meeting, Convention, and Event Planners",Core,1
400,1214,"Coordinate services for events, such as accommodation and transportation for participants, facilities, catering, signage, displays, special needs requirements, printing and event security.","Meeting, Convention, and Event Planners",Core,0
401,1215,"Arrange the availability of audio-visual equipment, transportation, displays, and other event needs.","Meeting, Convention, and Event Planners",Core,0
402,1217,"Maintain records of event aspects, including financial details.","Meeting, Convention, and Event Planners",Core,0
403,1210,"Monitor event activities to ensure compliance with applicable regulations and laws, satisfaction of participants, and resolution of any problems that arise.","Meeting, Convention, and Event Planners",Core,0
404,1219,"Negotiate contracts with such service providers and suppliers as hotels, convention centers, and speakers.","Meeting, Convention, and Event Planners",Core,0
405,1222,Evaluate and select providers of services according to customer requirements.,"Meeting, Convention, and Event Planners",Core,1
406,1213,"Plan and develop programs, agendas, budgets, and services according to customer requirements.","Meeting, Convention, and Event Planners",Core,1
407,1226,"Hire, train, and supervise volunteers and support staff required for events.","Meeting, Convention, and Event Planners",Core,0
408,1218,Conduct post-event evaluations to determine how future events could be improved.,"Meeting, Convention, and Event Planners",Core,0
409,1221,"Direct administrative details, such as financial operations, dissemination of promotional materials, and responses to inquiries.","Meeting, Convention, and Event Planners",Core,0
410,1220,"Meet with sponsors and organizing committees to plan scope and format of events, to establish and monitor budgets, or to review administrative procedures and event progress.","Meeting, Convention, and Event Planners",Core,0
411,1223,"Read trade publications, attend seminars, and consult with other meeting professionals to keep abreast of meeting management standards and trends.","Meeting, Convention, and Event Planners",Core,0
412,1224,Organize registration of event participants.,"Meeting, Convention, and Event Planners",Supplemental,0
413,1229,Develop event topics and choose featured speakers.,"Meeting, Convention, and Event Planners",Supplemental,0
414,1228,"Promote conference, convention and trades show services by performing tasks such as meeting with professional and trade associations, and producing brochures and other publications.","Meeting, Convention, and Event Planners",Supplemental,0
415,1225,Design and implement efforts to publicize events and promote sponsorships.,"Meeting, Convention, and Event Planners",Supplemental,0
416,18917,Identify and build relationships with potential donors.,Fundraisers,Core,0
417,18922,Secure commitments of participation or donation from individuals or corporate donors.,Fundraisers,Core,0
418,18931,Write and send letters of thanks to donors.,Fundraisers,Core,1
419,18923,"Solicit cash or in-kind donations or sponsorships from individual, business, or government donors.",Fundraisers,Core,1
420,18907,Create or update donor databases.,Fundraisers,Core,0
421,18912,Develop strategies to encourage new or increased contributions.,Fundraisers,Core,1
422,18911,"Develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",Fundraisers,Core,1
423,18925,Compile or develop materials to submit to granting or other funding organizations.,Fundraisers,Core,1
424,18926,"Conduct research to identify the goals, net worth, charitable donation history, or other data related to potential donors, potential investors, or general donor markets.",Fundraisers,Core,1
425,18910,Develop fundraising activity plans that maximize participation or contributions and minimize costs.,Fundraisers,Core,0
426,18915,Establish fundraising or participation goals for special events or specified time periods.,Fundraisers,Core,1
427,18919,Monitor progress of fundraising drives.,Fundraisers,Core,0
428,18921,"Recruit sponsors, participants, or volunteers for fundraising events.",Fundraisers,Core,0
429,18906,"Contact corporate representatives, government officials, or community leaders to increase awareness of organizational causes, activities, or needs.",Fundraisers,Core,0
430,18932,Write reports or prepare presentations to communicate fundraising program data.,Fundraisers,Core,1
431,18916,Explain the tax advantages of contributions to potential donors.,Fundraisers,Core,1
432,18908,"Design or produce materials such as posters, Web sites, or newsletters to promote, market, or advertise fundraising events.",Fundraisers,Core,1
433,18924,"Write speeches, press releases, or other promotional materials to increase awareness of the causes, missions, or goals of organizations seeking funds.",Fundraisers,Core,1
434,18918,"Monitor budgets, expense reports, or other financial data for fundraising organizations.",Fundraisers,Core,0
435,18920,"Plan and direct special events for fundraising, such as silent auctions, dances, golf events, or walks.",Fundraisers,Core,1
436,18913,"Direct or coordinate Web-based fundraising activities, such as online auctions or donation Web sites.",Fundraisers,Core,0
437,18930,"Secure speakers for charitable events, community meetings, or conferences to increase awareness of charitable, nonprofit, or political causes.",Fundraisers,Core,0
438,18909,"Develop corporate fundraising programs, such as employer gift-matching.",Fundraisers,Supplemental,0
439,18928,Develop and maintain media contact lists.,Fundraisers,Supplemental,0
440,3351,"Evaluate job positions, determining classification, exempt or non-exempt status, and salary.","Compensation, Benefits, and Job Analysis Specialists",Core,0
441,3352,"Ensure company compliance with federal and state laws, including reporting requirements.","Compensation, Benefits, and Job Analysis Specialists",Core,0
442,3356,"Prepare occupational classifications, job descriptions, and salary scales.","Compensation, Benefits, and Job Analysis Specialists",Core,1
443,3355,Provide advice on the resolution of classification and salary complaints.,"Compensation, Benefits, and Job Analysis Specialists",Core,1
444,3368,"Research job and worker requirements, structural and functional relationships among jobs and occupations, and occupational trends.","Compensation, Benefits, and Job Analysis Specialists",Core,1
445,3353,"Advise managers and employees on state and federal employment regulations, collective agreements, benefit and compensation policies, personnel procedures, and classification programs.","Compensation, Benefits, and Job Analysis Specialists",Core,1
446,3362,Perform multifactor data and cost analyses that may be used in areas such as support of collective bargaining agreements.,"Compensation, Benefits, and Job Analysis Specialists",Core,1
447,3358,"Prepare reports, such as organization and flow charts and career path reports, to summarize job analysis and evaluation and compensation analysis information.","Compensation, Benefits, and Job Analysis Specialists",Core,1
448,3354,"Plan, develop, evaluate, improve, and communicate methods and techniques for selecting, promoting, compensating, evaluating, and training workers.","Compensation, Benefits, and Job Analysis Specialists",Core,0
449,3366,Assess need for and develop job analysis instruments and materials.,"Compensation, Benefits, and Job Analysis Specialists",Core,0
450,3357,Assist in preparing and maintaining personnel records and handbooks.,"Compensation, Benefits, and Job Analysis Specialists",Core,0
451,3364,"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.","Compensation, Benefits, and Job Analysis Specialists",Core,1
452,3359,"Administer employee insurance, pension, and savings plans, working with insurance brokers and plan carriers.","Compensation, Benefits, and Job Analysis Specialists",Supplemental,0
453,3363,"Research employee benefit and health and safety practices, and recommend changes or modifications to existing policies.","Compensation, Benefits, and Job Analysis Specialists",Supplemental,1
454,3361,"Develop, implement, administer, and evaluate personnel and labor relations programs, including performance appraisal, affirmative action, and employment equity programs.","Compensation, Benefits, and Job Analysis Specialists",Supplemental,0
455,3365,Advise staff of individuals' qualifications.,"Compensation, Benefits, and Job Analysis Specialists",Supplemental,1
456,3360,"Negotiate collective agreements on behalf of employers or workers, and mediate labor disputes and grievances.","Compensation, Benefits, and Job Analysis Specialists",Supplemental,0
457,3367,"Review occupational data on Alien Employment Certification Applications to determine the appropriate occupational title and code, and provide local offices with information about immigration and occupations.","Compensation, Benefits, and Job Analysis Specialists",Supplemental,0
458,3369,Plan and develop curricula and materials for training programs and conduct training.,"Compensation, Benefits, and Job Analysis Specialists",Supplemental,1
459,3373,Work with the Department of Labor and promote its use with employers.,"Compensation, Benefits, and Job Analysis Specialists",Supplemental,0
460,3372,"Prepare research results for publication in form of journals, books, manuals, and film.","Compensation, Benefits, and Job Analysis Specialists",Supplemental,1
461,94,"Present information with a variety of instructional techniques or formats, such as role playing, simulations, team exercises, group discussions, videos, or lectures.",Training and Development Specialists,Core,0
462,20475,"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",Training and Development Specialists,Core,0
463,19559,"Evaluate modes of training delivery, such as in-person or virtual, to optimize training effectiveness, training costs, or environmental impacts.",Training and Development Specialists,Core,0
464,97,Offer specific training programs to help workers maintain or improve job skills.,Training and Development Specialists,Core,0
465,103,"Assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",Training and Development Specialists,Core,0
466,98,"Monitor, evaluate, or record training activities or program effectiveness.",Training and Development Specialists,Core,0
467,20474,"Design, plan, organize, or direct orientation and training programs for employees or customers.",Training and Development Specialists,Core,0
468,102,Develop alternative training methods if expected improvements are not seen.,Training and Development Specialists,Core,0
469,101,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts.",Training and Development Specialists,Core,1
470,20476,Monitor training costs and prepare budget reports to justify expenditures.,Training and Development Specialists,Core,0
471,106,Devise programs to develop executive potential among employees in lower-level positions.,Training and Development Specialists,Core,0
472,93,"Keep up with developments in area of expertise by reading current journals, books, or magazine articles.",Training and Development Specialists,Core,0
473,99,Attend meetings or seminars to obtain information for use in training programs or to inform management of training program status.,Training and Development Specialists,Core,0
474,100,Coordinate recruitment and placement of training program participants.,Training and Development Specialists,Core,0
475,105,Select and assign instructors to conduct training.,Training and Development Specialists,Core,0
476,108,"Negotiate contracts with clients for desired training outcomes, fees, or expenses.",Training and Development Specialists,Core,0
477,20477,"Supervise, evaluate, or refer instructors to skill development classes.",Training and Development Specialists,Core,0
478,95,"Schedule classes based on availability of classrooms, equipment, or instructors.",Training and Development Specialists,Core,0
479,111,"Refer trainees to employer relations representatives, to locations offering job placement assistance, or to appropriate social services agencies, if warranted.",Training and Development Specialists,Supplemental,0
480,19558,"Develop or implement training programs related to efficiency, recycling, or other issues with environmental impacts.",Training and Development Specialists,Supplemental,0
481,5434,"Prepare reports of findings, illustrating data graphically and translating complex findings into written text.",Market Research Analysts and Marketing Specialists,Core,1
482,5433,"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",Market Research Analysts and Marketing Specialists,Core,1
483,5439,"Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals.",Market Research Analysts and Marketing Specialists,Core,0
484,5435,Measure and assess customer and employee satisfaction.,Market Research Analysts and Marketing Specialists,Core,0
485,5443,"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",Market Research Analysts and Marketing Specialists,Core,1
486,5438,"Measure the effectiveness of marketing, advertising, and communications programs and strategies.",Market Research Analysts and Marketing Specialists,Core,1
487,5437,Seek and provide information to help companies determine their position in the marketplace.,Market Research Analysts and Marketing Specialists,Core,0
488,5436,"Forecast and track marketing and sales trends, analyzing collected data.",Market Research Analysts and Marketing Specialists,Core,1
489,5441,"Gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",Market Research Analysts and Marketing Specialists,Core,0
490,5442,Monitor industry statistics and follow trends in trade literature.,Market Research Analysts and Marketing Specialists,Core,0
491,5440,"Attend staff conferences to provide management with information and proposals concerning the promotion, distribution, design, and pricing of company products or services.",Market Research Analysts and Marketing Specialists,Core,0
492,5445,Direct trained survey interviewers.,Market Research Analysts and Marketing Specialists,Core,0
493,5444,Develop and implement procedures for identifying advertising needs.,Market Research Analysts and Marketing Specialists,Core,1
494,20328,Manage tracking and reporting of search-related activities and provide analyses to marketing executives.,Search Marketing Strategists,Core,0
495,20329,"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",Search Marketing Strategists,Core,1
496,16192,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",Search Marketing Strategists,Core,0
497,16182,Participate in the development or implementation of online marketing strategy.,Search Marketing Strategists,Core,0
498,16190,Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,Search Marketing Strategists,Core,0
499,20320,"Coordinate with developers to optimize Web site architecture, server configuration, or page construction for search engine consumption and optimal visibility.",Search Marketing Strategists,Core,0
500,20318,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,Search Marketing Strategists,Core,0
501,20326,Identify appropriate Key Performance Indicators (KPIs) and report key metrics from digital campaigns.,Search Marketing Strategists,Core,1
502,20321,Create content strategies for digital media.,Search Marketing Strategists,Core,1
503,20319,Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,Search Marketing Strategists,Core,1
504,16189,Collaborate with other marketing staff to integrate and complement marketing strategies across multiple sales channels.,Search Marketing Strategists,Core,0
505,20330,Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,Search Marketing Strategists,Core,0
506,20327,"Improve search-related activities through ongoing analysis, experimentation, or optimization tests, using A/B or multivariate methods.",Search Marketing Strategists,Core,0
507,16191,"Conduct online marketing initiatives, such as paid ad placement, affiliate programs, sponsorship programs, email promotions, or viral marketing campaigns on social media Web sites.",Search Marketing Strategists,Core,0
